"date","year","description"
"1866-2-16","1866","en Honduras es adoptada la Bandera de Honduras."
"1881-2-16","1881","llegada de los salesianos a Utrera (España)."
"1903-2-16","1903","el gobierno cubano concede a Estados Unidos una base naval en la isla."
"1908-2-16","1908","se estrena en Budapest la ópera Eliana, de Odón Mijálovich."
"1909-2-16","1909","entra en funcionamiento el primer vagón de metro con puertas laterales en Nueva York"
"1909-2-16","1909","en Montecarlo se estrena la ópera Le bobzar (de Ermanno Wolf-Ferrari)."
"1911-2-16","1911","en la India tiene lugar el primer transporte oficial de una carta por vía aérea."
"1918-2-16","1918","Lituania se independiza de Rusia."
"1918-2-16","1918","los turcos incendian la biblioteca de Bagdad y queman veinte mil libros."
"1918-2-16","1918","en Barcelona Joan Miró expone sus primeras obras en las Galerías Dalmau; por las que recibe duras críticas."
"1919-2-16","1919","se prorroga el tratado de armisticio entre Alemania y los Aliados, quienes fijan provisionalmente la línea fronteriza entre Alemania y Polonia, por lo que Posen (actual Poznan) se convierte en polaca, y Prusia Occidental permanece en el reich alemán."
"1921-2-16","1921","el papa Benedicto XV erige la provincia eclesiástica de Costa Rica mediante la Bula «Praedecessorum», elevando a la condición de Arquidiócesis Metropolitana a la antigua Diócesis de San José (comprendiendo a las provincias de San José, Cartago y Heredia), erigiendo la Diócesis de Alajuela (con las provincias de Alajuela, Puntarenas y Guanacaste) y el Vicariato Apostólico de Limón (actual Diócesis de Limón). Siendo el primer arzobispo metropolitano de San José, monseñor Dr. Rafael Otón Castro Jiménez (1921-1939), el primer obispo diocesano de Alajuela, monseñor Antonio del Carmen Monestel Zamora (1921-1937) y el primer vicario apostólico de Limón, monseñor Agustín Blessing Prinzinger (1921-1934)."
"1922-2-16","1922","se celebra la primera sesión del Tribunal Permanente de Justicia Internacional de La Haya, creado a instancias de la Sociedad de Naciones."
"1924-2-16","1924","la ciudad de Fiume es ocupada por los italianos."
"1928-2-16","1928","el hostelero Rodolfo Lussnigg crea la denominación Costa del Sol para la promoción turística de las costas mediterráneas de España."
"1933-2-16","1933","en Alemania, la empresa Krupp pone a punto el motor diésel."
"1934-2-16","1934","la guerra civil austriaca termina con la derrota de los socialdemócratas y el Republikanischer Schutzbund."
"1934-2-16","1934","primer vuelo sobre Madrid del autogiro La Cierva, pilotado por su inventor."
"1934-2-16","1934","Estreno de la película La patrulla perdida, dirigida por John Ford y protagonizada por Victor McLaglen."
"1936-2-16","1936","en España, el Frente Popular obtiene la victoria electoral."
"1937-2-16","1937","en Chile ven la luz una serie de normas sobre la colonización de la provincia de Aysén."
"1937-2-16","1937","en París se estrena El viajero sin equipaje (de Jean Anouilh)."
"1937-2-16","1937","Falange Española organiza la quema de urnas en Sevilla y Córdoba, en conmemoración de las anteriores elecciones."
"1938-2-16","1938","Kurt Schuschnigg, canciller federal, reforma el gobierno austriaco y nombra ministro del Interior a Arthur Seyß-Inquart."
"1938-2-16","1938","en Irán, una orden gubernamental prescribe la utilización del idioma iraní en todos los ámbitos de la vida pública, tanto oral como por escrito."
"1941-2-16","1941","tras dos días, se da por extinguido el incendio que asola la ciudad de Santander y que ha destruido unos cuatrocientos edificios."
"1943-2-16","1943","en el marco de la Segunda Guerra Mundial, Heinrich Himmler decide la masacre del Gueto de Varsovia."
"1945-2-16","1945","en Filipinas, el ejército de Estados Unidos ataca el bastión de Corregidor."
"1947-2-16","1947","se estrena Las criadas, de Jean Genet."
"1949-2-16","1949","comienzan las conversaciones sobre Berlín entre los delegados en la ONU de Estados Unidos y la URSS."
"1950-2-16","1950","en Argentina, tras una polémica definición, el Club Atlético Lanús desciende por primera vez a la segunda división de fútbol profesional."
"1952-2-16","1952","Grecia y Turquía se adhieren oficialmente a la OTAN."
"1953-2-16","1953","Juan Domingo Perón propugna una unión entre Argentina y Chile para constituir el núcleo de unos Estados Unidos de Hispanoamérica."
"1956-2-16","1956","formación del Séptimo Gobierno nacional de España (1956-1957), presidido por Francisco Franco."
"1959-2-16","1959","Fidel Castro es nombrado primer ministro de Cuba, con lo que se asienta plenamente la Revolución cubana."
"1960-2-16","1960","el submarino USS Triton de la Armada de Estados Unidos comienza la Operación Sandblast, que zarpa desde New London, Connecticut, para comenzar la primera circunnavegación sumergida del planeta."
"1961-2-16","1961","en Buenos Aires (Argentina), el Gobierno de Arturo Frondizi entrega la CGT (Confederación General del Trabajo) a la Comisión de los Veinte, conformada por Augusto Timoteo Vandor, Andrés Framini, Rivas y otros."
"1962-2-16","1962","en España, el BOE publica un decreto del Ministerio de Trabajo que equipara los derechos laborales de la mujer con los del hombre."
"1963-2-16","1963","Heinrich Böll publica la novela Opiniones de un payaso."
"1965-2-16","1965","en París se rinde un homenaje a Luis García Berlanga, en el cual recoge el premio concedido por la Academia de Humor Negro de Francia."
"1967-2-16","1967","el helicóptero Bölkow BO "
"1967-2-16","1967","en España se decreta la pena de arresto mayor y multa a quienes infrinjan las limitaciones a la libertad de expresión."
"1971-2-16","1971","dos embarcaciones con "
"1972-2-16","1972","José Legrá vence al británico Armstrong y conserva su título de campeón de Europa de boxeo."
"1974-2-16","1974","el conflicto lechero en Santander provoca que se dejen de entregar unos "
"1979-2-16","1979","en Irán, tras la celebración de juicios sumarísimos, el Gobierno ejecuta a varios generales."
"1980-2-16","1980","en España se inaugura el nuevo Aeropuerto de Vitoria."
"1983-2-16","1983","se inician, en País Vasco, España, las emisiones regulares de la primera cadena de Euskal Telebista, en lengua vasca."
"1983-2-16","1983","la población de Sagunto (Valencia) inicia una huelga general en defensa del mantenimiento de los Altos Hornos del Mediterráneo."
"1983-2-16","1983","en España son detenidos los presuntos implicados en la Matanza de Bolonia, que tuvo lugar el 2 de agosto de 1980."
"1984-2-16","1984","José Rodríguez de la Borbolla es nombrado presidente de la Junta de Andalucía, tras dimitir Rafael Escuredo."
"1984-2-16","1984","Fidel Castro, acompañado de Daniel Ortega, hace una escala de cinco horas en España en lo que es la primera visita del presidente cubano a una capital de Europa occidental."
"1986-2-16","1986","en Portugal, Mário Soares alcanza la presidencia, después de décadas de dictaduras militares."
"1987-2-16","1987","en Israel comienza el juicio contra Iván Demjanjuk, conocido como Iván el Terrible, deportado desde Estados Unidos y acusado de crímenes contra la Humanidad en el campo de exterminio de Treblinka."
"1987-2-16","1987","en la República Democrática de Alemania se jubila Markus Wolf, director de los servicios secretos."
"1988-2-16","1988","en España, por elección consensuada de las Cortes Españolas, Álvaro Gil-Robles sustituye a Joaquín Ruiz-Giménez en el cargo de Defensor del Pueblo."
"1989-2-16","1989","en Venezuela, el presidente Carlos Andrés Pérez decreta el llamado «paquete económico» que desembocaría en los sucesos del Caracazo."
"1989-2-16","1989","en París, Roger Patrice Pelat, amigo personal de Mitterrand, es procesado por el caso Pechiney."
"1990-2-16","1990","la banda terrorista ETA libera al industrial Adolfo Villoslada, secuestrado el 24 de noviembre de 1989, tras recibir un rescate de "
"1990-2-16","1990","el dirigente Sam Nujoma, líder del SWAPO, es elegido primer presidente de Namibia."
"1991-2-16","1991","en Irak aviones estadounidenses y británicos bombardean los suburbios de Bagdad, con decenas de bajas civiles y ninguna militar."
"1991-2-16","1991","la película ¡Ay, Carmela!, de Carlos Saura, obtiene trece Premios Goya de la Academia Cinematográfica española."
"1991-2-16","1991","en Managua, Nicaragua, es asesinado en el parque del Hotel Intercontinental -actual Hotel Crowne Plaza Managua- el coronel Enrique Bermúdez Varela, líder de los Contras."
"1992-2-16","1992","en la ciudad libanesa de Sidón es asesinado el jeque Abbas Mussawi, secretario general de la organización chiita Hezbolá."
"1993-2-16","1993","en España, Elías Yanes, arzobispo de Zaragoza, es elegido presidente de la Conferencia Episcopal Española."
"1994-2-16","1994","en La Haya se inaugura oficialmente la Europol, organismo de cooperación policial europea."
"1998-2-16","1998","en París, la Alta Comisionada de la ONU para Derechos Humanos y expresidenta de Irlanda, Mary Robinson, recibe el premio al personaje europeo del año."
"1998-2-16","1998","el vuelo 676 de China Airlines se estrella contra una carretera y una zona residencial cerca del Aeropuerto Internacional de Chiang Kai-shek en Taiwán, matando a los "
"1999-2-16","1999","en las proximidades de Ankara (capital de Turquía) es detenido el líder del Partido de los Trabajadores del Kurdistán (PKK), Abdullah Öcalan, acusado de terrorismo y traición."
"2001-2-16","2001","en Irak, la aviación estadounidense bombardea la capital, Bagdad."
"2003-2-16","2003","la OTAN activa los planes de ayuda militar preventiva a Turquía."
"2003-2-16","2003","en Sankt Moritz (Suiza), los esquiadores de Austria, con nueve medallas, la confirman como primera potencia del esquí alpino en los Mundiales."
"2004-2-16","2004","se descubre la galaxia más lejana ("
"2004-2-16","2004","una jueza de Navarra concede a dos lesbianas la patria potestad compartida de las hijas biológicas de una de las mujeres."
"2004-2-16","2004","el presidente de Taiwán, Chen Shui-bian, admite por primera vez la posibilidad de reunificación con China."
"2004-2-16","2004","en Sídney (Australia) la muerte de un joven aborigen australiano desencadena violentos disturbios raciales."
"2005-2-16","2005","entra en vigor el Protocolo de Kioto, convenio mundial para reducción de gases para el efecto invernadero."
"2005-2-16","2005","un científico español descubre que el hongo Cándida famata es causa de ceguera."
"2005-2-16","2005","Rafael Vera, exsecretario de Estado de Seguridad durante varios Gobiernos socialistas, ingresa en prisión por un delito de malversación de caudales públicos."
"2005-2-16","2005","un grupo de científicos estadounidenses data los restos más antiguos de Homo sapiens en "
"2005-2-16","2005","el Parlamento israelí aprueba la ley de retirada de una veintena de asentamientos judíos en Gaza y la entrega del territorio a la ANP, "
"2006-2-16","2006","la banda terrorista ETA coloca una bomba en un polígono industrial de Vizcaya que causa escasos daños."
"2011-2-16","2011","Japón informa la suspensión temporal de la caza científica de ballenas en la Antártida debido a las constantes presiones de activistas."
"2018-2-16","2018","en México, se registró un sismo de magnitud 7,"
"2020-2-16","2020","la Junta Central Electoral de la República Dominicana suspendió unas elecciones a nivel nacional por primera vez en la historia del país, creando una crisis electoral que generó protestas."
"2021-2-16","2021","la Provincia eclesiástica de Costa Rica, América Central (formada originalmente por la Arquidiócesis de San José, la diócesis de Alajuela y el Vicariato apostólico de Limón, hoy en día, diócesis de Limón), celebra su primer centenario de erección canónica. Actualmente la conforman también las diócesis de San Isidro, de Tilarán-Liberia, de Ciudad Quesada, de Puntarenas y de Cartago."
"2021-2-16","2021","en España el rapero Pablo Hasél es encarcelado."
"1164-2-17","1164","la Inundación de Santa Juliana arrasa la ciudad de Groninga, la provincia de Frisia y el norte de Alemania, especialmente la cuenca del Elba. Mueren miles de personas."
"1411-2-17","1411","tras las exitosas campañas durante el Interregno otomano, Musa Çelebi, uno de los hijos de Bayezid I, se convierte en Sultán con el apoyo de Mircea I de Valaquia."
"1580-2-17","1580","Bernal Díaz del Castillo termina su Historia verdadera de la conquista de la Nueva España."
"1600-2-17","1600","en Campo de' Fiori (Roma) la Inquisición católica quema vivo al filósofo, matemático y astrónomo Giordano Bruno."
"1772-2-17","1772","Rusia y Prusia firman un convenio secreto para repartirse el Reino de Polonia."
"1799-2-17","1799","Agustín de Betancourt y Molina obtiene de Carlos IV de España una Real Orden por la cual se aprobaba el proyecto de instalación de la telegrafía óptica en España."
"1801-2-17","1801","un empate electoral entre Thomas Jefferson y Aaron Burr se resuelve cuando Jefferson es elegido Presidente de los Estados Unidos y Burr, Vicepresidente por la Cámara de Representantes de los Estados Unidos."
"1810-2-17","1810","Napoleón Bonaparte firma un decreto en el que declara que Roma es la segunda capital del Imperio."
"1814-2-17","1814","en el marco de la Guerra de la Sexta Coalición, se libra la batalla de Mormant."
"1831-2-17","1831","en Bruselas se aprueba la primera Constitución de Bélgica como país independiente."
"1837-2-17","1837","Charles Darwin es elegido miembro de la Sociedad Geográfica."
"1848-2-17","1848","el rey de Cerdeña Carlos Alberto concede la libertad de culto a los valdenses."
"1894-2-17","1894","se estrena con éxito en el Teatro Apolo de Madrid la zarzuela La verbena de la paloma, con música de Tomás Bretón y libreto de Ricardo de la Vega."
"1899-2-17","1899","en el Estado de México (México) se erige la municipalidad de La Paz, la cual se conformaría con los pueblos de La Magdalena Atlicpac, San Sebastián Chimalpa, San Salvador Tecamachalco y Los Reyes Acaquilpan cuya cabecera se ubicaría en Los Reyes."
"1902-2-17","1902","en Barcelona se declara el estado de suspensión de garantías, a raíz de la celebración de una huelga general desde el 14 de febrero."
"1904-2-17","1904","en el Teatro de La Scala (Milán), Giacomo Puccini estrena Madama Butterfly."
"1905-2-17","1905","en Rusia es asesinado el aristócrata Serguéi Aleksándrovich Romanov, tío del zar Nicolás II y gobernador de Moscú."
"1906-2-17","1906","en una encíclica dirigida al clero y al pueblo francés, el papa Pío X critica con vehemencia la ley de separación entre el Estado y la Iglesia católica."
"1907-2-17","1907","en Italia tienen lugar manifestaciones anticlericales con motivo del aniversario del asesinato de Giordano Bruno, quemado vivo por la Inquisición en 1600."
"1907-2-17","1907","en Adyar, Madrás, India, fallece Henry Steel Olcott, Presidente Internacional de la Sociedad Teosófica"
"1908-2-17","1908","en Barcelona (España) estallan dos bombas."
"1912-2-17","1912","en España se suspenden las sesiones de las Cámaras con motivo del carnaval."
"1912-2-17","1912","en el Palacio de la Música Catalana (Barcelona) la Unión de Viticultores celebra una asamblea."
"1913-2-17","1913","en un teatro neoyorquino, Thomas Alva Edison presenta la primera prueba pública del cine sonoro, consistente en un fonógrafo situado detrás de la pantalla."
"1917-2-17","1917","la Cámara francesa vota el pago de un franco diario a los soldados de las trincheras (en la Primera Guerra Mundial)."
"1917-2-17","1917","en Prusia se crea un Ministerio de Abastos para combatir el hambre."
"1931-2-17","1931","el virrey de la India, Lord Irwin, se entrevista con Mahatma Gandhi, principal líder independentista."
"1932-2-17","1932","Henri Michaux publica el ensayo Un bárbaro en Asia."
"1933-2-17","1933","en los Estados Unidos se publica por primera vez la revista Newsweek."
"1934-2-17","1934","el canciller austriaco, Engelbert Dollfuß, escapa a un atentado nazi."
"1934-2-17","1934","una declaración tripartita británica, francesa e italiana garantiza la independencia de Austria."
"1935-2-17","1935","en Portugal, el general Carmona es reelegido presidente de la república."
"1935-2-17","1935","en Alemania se instaura la jornada laboral de "
"1936-2-17","1936","en Asunción (Paraguay) una Revolución provoca la dimisión del presidente Eusebio Ayala. Los revolucionarios nombran a Rafael Franco presidente del país."
"1939-2-17","1939","en España se da a conocer la «ley sobre el ejercicio profesional de la medicina sin acreditación», que entra en vigor al día siguiente."
"1941-2-17","1941","Italia y Turquía firman un pacto de no agresión."
"1944-2-17","1944","en el atolón Eniwetok, en el marco de la campaña del Pacífico (en la Segunda Guerra Mundial), comienza la batalla de Eniwetok entre Estados Unidos y Japón (hasta el 23 de febrero)."
"1948-2-17","1948","en Tucumán (Argentina) se funda el Gymnasium UNT de la Universidad Nacional de Tucumán."
"1949-2-17","1949","en Barcelona son fusilados cuatro miembros del PSUC (Partido Socialista Unificado de Cataluña)."
"1954-2-17","1954","Estados Unidos entrega a España el buque Nalón."
"1954-2-17","1954","en España se estudia un plan para revalorizar el turismo en la Costa del Sol."
"1954-2-17","1954","en Venezuela el gobierno del general Marcos Pérez Jiménez aprueba una nueva ""Ley de Bandera, Escudo e Himno Nacional"" que deroga la anterior ley establecida."
"1958-2-17","1958","en España, el dibujante Carlos Sáenz de Tejada obtiene la Orden de Alfonso X el Sabio."
"1959-2-17","1959","Estados Unidos lanza el satélite Vanguard II, que realizará misiones de observación meteorológica."
"1968-2-17","1968","en las escuelas públicas de San Sebastián (País Vasco) se autoriza la enseñanza de la lengua vasca."
"1977-2-17","1977","en la Unión Soviética, Dolores Ibárruri, la Pasionaria ―dirigente exiliada del Partido Comunista de España― solicita el pasaporte español para volver a su país natal."
"1979-2-17","1979","China invade Vietnam y ocupa varios puestos fronterizos."
"1981-2-17","1981","en Hamburgo (Alemania), el filólogo español Antonio Tovar recibe el premio Goethe."
"1981-2-17","1981","en Filipinas, el papa Juan Pablo II llega a Manila."
"1981-2-17","1981","la organización Amnistía Internacional afirma que el gobierno de Guatemala es responsable del genocidio de más de "
"1982-2-17","1982","en Madrid (España) se clausura la I Feria-Exposición de Arte Contemporáneo, ARCO-82, con un balance de más de 40."
"1983-2-17","1983","en España se aprueban los Estatutos de Autonomía de Baleares, Castilla y León, Extremadura y la Comunidad de Madrid.[cita requerida]"
"1986-2-17","1986","en España, técnicos de la compañía de aviación Iberia descubren sabotajes en sus aviones."
"1986-2-17","1986","en Ojai, California, fallece Jiddu Krishnamurti"
"1987-2-17","1987","Estados Unidos levanta las sanciones económicas contra Polonia, establecidas por la implantación de la ley marcial en 1981."
"1989-2-17","1989","concluye la segunda cumbre magrebí en Marrakech, con un pacto defensivo y el nacimiento de la Unión del Magreb Árabe."
"1993-2-17","1993","en Jerez de la Frontera (España), el alcalde Pedro Pacheco es expulsado del Partido Andalucista por su continua crítica contra otro líder del partido, Alejandro Rojas-Marcos, alcalde de Sevilla."
"1996-2-17","1996","lanzamiento de la sonda espacial NEAR al asteroide Eros."
"1997-2-17","1997","Se estrena en España el famoso programa de televisión Saber y ganar."
"1998-2-17","1998","el bioquímico español residente en Estados Unidos Mariano Barbacid acepta regresar a España después de "
"1998-2-17","1998","el pleno del Congreso español aprueba por unanimidad la supresión de las penas de cárcel para los insumisos."
"1999-2-17","1999","en Quito, el diputado nacional por la izquierda socialista MPD Jaime Hurtado es asesinado por "
"2000-2-17","2000","Viktor Klima dimite de su cargo de jefe del Partido Socialdemócrata de Austria (SPÖ) después de obtener el 3 de octubre el peor resultado electoral desde el fin de la Segunda Guerra Mundial."
"2000-2-17","2000","en Estados Unidos, el presidente de Microsoft, Bill Gates, presenta el sistema operativo Windows 2000."
"2001-2-17","2001","en Lahti, el esquiador español de origen alemán Johann Mühlegg logra la medalla de plata en la prueba de fondo de "
"2003-2-17","2003","la Unión Europea pide la máxima colaboración a Irak para lograr una salida pacífica a la crisis."
"2005-2-17","2005","la Agencia Española del Medicamento aprueba el uso de un nuevo fármaco, llamado Bortezomib, que consigue frenar la progresión del mieloma."
"2005-2-17","2005","en Europa, un nuevo reglamento refuerza los derechos de los pasajeros que viajen en compañías aéreas de la Unión Europea."
"2006-2-17","2006","en la provincia Leyte del Sur (Filipinas) se produce una serie de corrimientos de tierra."
"2008-2-17","2008","Kosovo se declara independiente de Serbia."
"2011-2-17","2011","en Libia los manifestantes opositores se hicieron con el control de la ciudad de Bengasi iniciando la revolución que derrocó al coronel Gadafi."
"2012-2-17","2012","en Alemania dimite el presidente Christian Wulff a raíz de unos escándalos de corrupción y tráfico de influencias."
"2013-2-17","2013","en Ecuador, Rafael Correa gana de nuevo y por segunda vez consecutiva, las elecciones presidenciales. Triunfa en una sola vuelta electoral y con alrededor de "
"2017-2-17","2017","El Caso Nóos cierra su sentencia y determina las condenas a los finalmente imputados Iñaki Urdangarin y Diego Torres Pérez. La esposas de ellos quedaron finalmente absueltas del caso pero igualmente multadas."
"2017-2-17","2017","En Pilar, provincia de Buenos Aires (Argentina) se funda el club Real Pilar."
"2020-2-17","2020","Jóvenes dominicanos comienzan una jornada de protestas por los comicios municipales suspendidos el día anterior."
"750-2-18","750","la dinastía abasí se hace con el control del islam tras asesinar a casi todos los miembros de la dinastía omeya."
"1229-2-18","1229","en Palestina, durante la Sexta Cruzada, Federico II, emperador del Sacro Imperio Romano Germánico, firma una tregua de diez años con al-Kamil, recuperando Jerusalén, Nazaret y Belén sin ninguna lucha ni apoyo del papado."
"1332-2-18","1332","Amda Seyon I, emperador de Etiopía, comienza sus campañas en las provincias musulmanas del sur."
"1478-2-18","1478","en la Torre de Londres es ejecutado en privado Jorge, duque de Clarence, procesado por traición contra su hermano mayor Eduardo IV de Inglaterra."
"1519-2-18","1519","en La Habana (Cuba), Hernán Cortés —con una flota de once naves y un millar de hombres— emprende su gran expedición para conquistar México."
"1637-2-18","1637","en la costa de Cornualles, Inglaterra, una flota española intercepta un importante convoy de comerciantes anglo-neerlandeses de "
"1685-2-18","1685","en Estados Unidos, los franceses establecen el fuerte Saint Louis en la bahía de Matagorda, lo que más adelante fue la base del reclamo de Francia sobre el territorio de Texas."
"1701-2-18","1701","Felipe de Anjou llega a Madrid y tiene una gran acogida por parte del pueblo, que quiere coronarle rey de España."
"1781-2-18","1781","durante la cuarta guerra anglo-neerlandesa, el capitán Thomas Shirley abre su expedición contra los puestos coloniales neerlandeses en la Costa de Oro de África (actual Ghana)."
"1797-2-18","1797","la isla española de Trinidad, frente a las costas de Venezuela, se rinde ante una flota británica comandada por sir Ralph Abercromby durante la Invasión de Trinidad."
"1800-2-18","1800","cerca de Malta, la escuadra británica de Horatio Nelson derrota a la francesa."
"1806-2-18","1806","en París se acuerda la construcción del Arco de Triunfo, en memoria del Ejército napoleónico."
"1814-2-18","1814","en Francia tiene lugar la batalla de Montereau."
"1819-2-18","1819","en una «herradura» del río Tercero, cerca de la localidad argentina de Marcos Juárez (provincia de Córdoba) las fuerzas unitarias al mando del coronel Juan Bautista Bustos libran la batalla de La Herradura, contra las fuerzas federales de Estanislao López."
"1841-2-18","1841","en Estados Unidos tienen lugar las primeras maniobras dilatorias en el senado nacional (hasta el 11 de marzo de ese año)."
"1841-2-18","1841","en San Salvador, ciudad capital de El Salvador, una Asamblea Constituyente aprueba la primera Constitución de El Salvador como Estado soberano e independiente de la República Federal de Centroamérica."
"1861-2-18","1861","en Italia, con la unificación casi completa, Víctor Manuel II (de Piamonte-Cerdeña) asume el título de rey de Italia."
"1861-2-18","1861","en Montgomery (Alabama), Jefferson Davis es nombrado presidente provisional de los Estados Confederados de América."
"1878-2-18","1878","en Nuevo México (Estados Unidos) comienza la Guerra del condado de Lincoln."
"1880-2-18","1880","en España, el gobierno publica la ley que dispone la abolición de la esclavitud en Cuba."
"1881-2-18","1881","en Washington D. C., Estados Unidos, el médico cubano Carlos Juan Finlay (1833-1915) hace público su descubrimiento del modo de transmisión de la Fiebre Amarilla por el mosquito Aedes aegypti."
"1885-2-18","1885","en los Estados Unidos, Mark Twain publica Las aventuras de Huckleberry Finn."
"1900-2-18","1900","en Berlín se constituye el Comité para la Investigación del Cáncer, bajo la presidencia del internista berlinés Ernst von Leyden."
"1900-2-18","1900","durante la Segunda Guerra Bóer, las fuerzas imperiales sufren la peor pérdida de vidas en un solo día en el Domingo Sangriento, el primer día de la batalla de Paardeberg."
"1902-2-18","1902","en Montecarlo se estrena la ópera de Jules Massenet El juglar de Notre-Dame."
"1906-2-18","1906","un globo tripulado por tres hombres y una mujer realiza el viaje Madrid-Illescas (Toledo) en tres horas y cuarto."
"1908-2-18","1908","el Congreso español aprueba la creación del Instituto Nacional de Previsión."
"1908-2-18","1908","en los Estados Unidos, el Gobierno prohíbe la inmigración de trabajadores japoneses."
"1908-2-18","1908","en Alemania, Bernhard Dernburg (primer secretario de Estado en la oficina colonial del Reich), pide en el Reichstag una mejor atención médica para la población de las colonias."
"1911-2-18","1911","en Prayagraj (India) tiene lugar el primer vuelo oficial con correo aéreo, cuando Henri Pequet, un piloto de "
"1913-2-18","1913","en Francia, Raymond Poincaré es nombrado presidente."
"1913-2-18","1913","en Francia se reclama la prolongación del servicio militar, para hacer frente al rearme alemán."
"1913-2-18","1913","en México, Félix Díaz y Victoriano Huerta firman el Pacto de La Ciudadela con el cual se desconoce el gobierno de Francisco I. Madero."
"1917-2-18","1917","el mando supremo del ejército alemán reanuda la ofensiva contra Rusia."
"1921-2-18","1921","las tropas británicas ocupan Dublín para intentar sofocar las protestas nacionalistas por la división de la isla en dos territorios autónomos bajo autoridad británica."
"1926-2-18","1926","un tratado anglo-persa prolonga por "
"1927-2-18","1927","Juan Campisteguy es proclamado presidente de la república de Uruguay."
"1929-2-18","1929","en los Estados Unidos se anuncian los primeros Premios de la Academia."
"1929-2-18","1929","Trotski solicita asilo político en Francia y Alemania, al caducar su permiso de estancia en Turquía el 1 de mayo."
"1930-2-18","1930","Clyde Tombaugh descubre Plutón (estudiando fotografías tomadas en enero)."
"1930-2-18","1930","en Milán se estrena la comedia Come tu mi vuoi (‘como tú me quieres’), de Luigi Pirandello."
"1931-2-18","1931","en España el almirante Aznar forma nuevo Gobierno por encargo del rey Alfonso XIII."
"1932-2-18","1932","en Japón, el emperador declara Manzhouguo (nombre chino obsoleto correspondiente a Manchuria) independiente de China."
"1934-2-18","1934","en Noruega se promulga una ley por la que las mujeres tendrán acceso a todos los cargos oficiales del Estado y la Iglesia."
"1935-2-18","1935","Italia comunica el embarque de tropas hacia Somalia."
"1938-2-18","1938","en los Estados Unidos se promulga la segunda Ley de Ajuste de la Agricultura."
"1943-2-18","1943","en Alemania, los fuerzas de seguridad nazis arrestan a los miembros del movimiento Rosa Blanca."
"1943-2-18","1943","en Alemania, Joseph Goebbels pronuncia el discurso de Sportpalast."
"1943-2-18","1943","en Járkov los nazis realizan una contraofensiva."
"1948-2-18","1948","en Irlanda, Éamon de Valera renuncia como taoiseach."
"1953-2-18","1953","en los Estados Unidos, Lucille Ball y Desi Arnaz firman un contrato de "
"1954-2-18","1954","en los Estados Unidos, la actuación del Comité de Actividades Antiestadounidenses, presidido por el senador McCarthy, produce enfrentamientos con el ejército."
"1955-2-18","1955","en la isla Decepción (Antártida) se establece la cuarta base chilena."
"1957-2-18","1957","en Budapest se inician los primeros procesos contra los implicados en la rebelión contra la URSS."
"1959-2-18","1959","Dwight D. Eisenhower llega a México para entrevistarse con el presidente Adolfo López Mateos."
"1960-2-18","1960","en Uruguay, se firma del Tratado de Montevideo, que crea la Asociación Latinoamericana de Libre Comercio."
"1961-2-18","1961","en Barcelona (España) la censura franquista permite estrenar El séptimo sello (rodada en 1956), el primer filme del cineasta sueco Ingmar Bergman."
"1963-2-18","1963","Julio Cortázar publica Rayuela."
"1964-2-18","1964","el Gobierno de Estados Unidos exige explicaciones al Gobierno español sobre las relaciones que España mantiene con Cuba."
"1965-2-18","1965","Gambia se independiza del imperio británico."
"1968-2-18","1968","en Grenoble (Francia) el esquiador francés Jean-Claude Killy se adjudica tres medallas de oro en los Juegos Olímpicos."
"1970-2-18","1970","el Tribunal Supremo de España anula el expediente de suspensión del periódico El Alcázar."
"1972-2-18","1972","en California (Estados Unidos), el gobierno invalida la pena de muerte y conmuta las sentencias de todos los condenados a muerte por cadena perpetua."
"1974-2-18","1974","en Reino Unido, la banda Kiss lanza su primer álbum."
"1975-2-18","1975","en Italia, el Tribunal Constitucional admite el aborto terapéutico."
"1975-2-18","1975","En Angola, dos turistas llamados Karl Zhoen y Resy Cohen filman la muerte de un naturalista que es devorado por una manada de leones."
"1977-2-18","1977","en los Estados Unidos, el transbordador espacial de prueba Enterprise realiza su vuelo de bautismo montado sobre un avión Boeing 747."
"1977-2-18","1977","en el aeropuerto militar de Buenos Aires (Argentina) el dictador Jorge Rafael Videla sale ileso de un atentado, al estallar una bomba junto a su avión en el momento en que despegaba: la Operación Gaviota."
"1978-2-18","1978","en Tabriz, el ejército iraní interviene contra un grupo de manifestantes."
"1979-2-18","1979","en el Desierto del Sahara se registra la primera nevada conocida."
"1979-2-18","1979","en Berlín se inaugura el Festival Cinematográfico con la película María Braun, de Rainer Werner Fassbinder."
"1980-2-18","1980","en Canadá, Pierre Trudeau, del Partido Liberal de Canadá, resulta vencedor en las elecciones parlamentarias."
"1980-2-18","1980","en Madrid empieza el juicio por el atentado al despacho laborista de la calle de Atocha."
"1981-2-18","1981","Leopoldo Calvo-Sotelo propone la integración de España en la OTAN."
"1982-2-18","1982","en España comienza el juicio contra los implicados en el golpe de Estado del 23-F."
"1982-2-18","1982","en Irlanda, el partido Fianna Fáil se convierte en la primera fuerza política de la Asamblea, al obtener 81 de los "
"1983-2-18","1983","en Venezuela se produce el famoso «Viernes Negro», caracterizado por una devaluación de la moneda (el bolívar) el cual pasó de costar 0,"
"1983-2-18","1983","en España, la dimisión de Landelino Lavilla como presidente de la Unión de Centro Democrático hace presagiar el fin de este partido."
